"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE922873097829";"WKA Trügleben 2";"In Betrieb";"20.7.1999";"27.5.2020";"Wind";"600";"600";"99880";"Trügleben";"(natürliche Person)";"ABR963867402908";"25.1.2022"
"SEE929133424098";"WEA 04-70298 MD77";"In Betrieb";"2.12.2003";"27.5.2020";"Wind";"1500";"1500";"07619";"Schkölen";"Windpark Wetzdorf GmbH & Co. KG c/o Das Grüne Emissionshaus GmbH";"ABR914829576557";"7.2.2022"
"SEE949514193580";"WEA 05-70278 MD77";"In Betrieb";"1.12.2003";"27.5.2020";"Wind";"1500";"1500";"07619";"Schkölen";"Windpark Wetzdorf GmbH & Co. KG c/o Das Grüne Emissionshaus GmbH";"ABR914829576557";"15.3.2023"
"SEE936486935232";"WEA 06-70335 MD77";"In Betrieb";"9.12.2003";"27.5.2020";"Wind";"1500";"1500";"07619";"Schkölen";"Windpark Wetzdorf GmbH & Co. KG c/o Das Grüne Emissionshaus GmbH";"ABR914829576557";"7.2.2022"
"SEE918399419122";"WEA 07-70358 MD77";"In Betrieb";"17.12.2003";"27.5.2020";"Wind";"1500";"1500";"07619";"Schkölen";"Windpark Wetzdorf GmbH & Co. KG c/o Das Grüne Emissionshaus GmbH";"ABR914829576557";"7.2.2022"
"SEE974993104635";"WEA 08-70336 MD77";"In Betrieb";"20.12.2003";"27.5.2020";"Wind";"1500";"1500";"07619";"Schkölen";"Windpark Wetzdorf GmbH & Co. KG c/o Das Grüne Emissionshaus GmbH";"ABR914829576557";"7.2.2022"
"SEE920407936422";"WEA 09-70341 MD77";"In Betrieb";"18.12.2003";"27.5.2020";"Wind";"1500";"1500";"07619";"Schkölen";"Windpark Wetzdorf GmbH & Co. KG c/o Das Grüne Emissionshaus GmbH";"ABR914829576557";"7.2.2022"
"SEE979298603166";"WKA Trügleben 3 (Vestas)";"In Betrieb";"30.4.2004";"27.5.2020";"Wind";"850";"850";"99880";"Trügleben";"Gisela & Doris Feigl GbR";"ABR909978342917";"24.6.2021"
"SEE968525025789";"WEA 10-70382 MD77";"In Betrieb";"20.12.2003";"27.5.2020";"Wind";"1500";"1500";"07619";"Schkölen";"Windpark Wetzdorf GmbH & Co. KG c/o Das Grüne Emissionshaus GmbH";"ABR914829576557";"7.2.2022"
"SEE980573964421";"WEA 11-70364 MD77";"In Betrieb";"15.12.2003";"27.5.2020";"Wind";"1500";"1500";"07619";"Schkölen";"Windpark Wetzdorf GmbH & Co. KG c/o Das Grüne Emissionshaus GmbH";"ABR914829576557";"7.2.2022"
"SEE990764993321";"Windmühle Forstwolfersdorf";"In Betrieb";"19.12.2002";"25.5.2020";"Wind";"25";"25";"07570";"Harth-Pöllnitz";"(natürliche Person)";"ABR905959582884";"13.4.2021"
"SEE917913901938";"ADM Windkraft GmbH & Co. Pölzig KG";"In Betrieb";"9.10.2003";"20.5.2020";"Wind";"850";"850";"07554";"Pölzig";"ZOPF Windfang GmbH";"ABR974422971418";"21.9.2022"
"SEE956545746562";"825490";"In Betrieb";"19.12.2013";"19.5.2020";"Wind";"2300";"2300";"37359";"Büttstedt";"GERES EnergieSysteme II GmbH";"ABR930101746326";"23.11.2023"
"SEE985700320255";"782138";"In Betrieb";"13.1.2009";"19.5.2020";"Wind";"2300";"2300";"37359";"Effelder";"GERES EnergieSysteme GmbH";"ABR965463074305";"7.7.2026"
"SEE933468647671";"782140";"In Betrieb";"12.1.2009";"19.5.2020";"Wind";"2300";"2300";"37359";"Effelder";"GERES EnergieSysteme GmbH";"ABR965463074305";"22.3.2024"
"SEE979543007466";"784092";"In Betrieb";"19.3.2014";"19.5.2020";"Wind";"2300";"2300";"37359";"Effelder";"GERES EnergieSysteme II GmbH";"ABR930101746326";"8.7.2026"
"SEE926649555872";"442344";"In Betrieb";"30.11.2004";"19.5.2020";"Wind";"600";"600";"99976";"Rodeberg";"HM Green Line GmbH";"ABR956732283016";"8.7.2026"
"SEE944418538840";"784091";"In Betrieb";"12.3.2014";"19.5.2020";"Wind";"2300";"2300";"99976";"Rodeberg";"HM Green Line GmbH";"ABR956732283016";"8.7.2026"
"SEE984407026903";"E40 40991";"In Betrieb";"24.10.1997";"19.5.2020";"Wind";"500";"500";"99518";"Bad Sulza";"Ulrich Heineck UHNS e.K.";"ABR904611469679";"29.9.2022"
"SEE916805632608";"E40 40989";"In Betrieb";"24.10.1997";"19.5.2020";"Wind";"500";"500";"99510";"Eckolstädt";"Ulrich Heineck UHNS e.K.";"ABR904611469679";"13.10.2021"
"SEE995572034211";"E40 40988";"In Betrieb";"24.10.1997";"19.5.2020";"Wind";"500";"500";"99518";"Bad Sulza";"Ulrich Heineck UHNS e.K.";"ABR904611469679";"14.8.2025"
"SEE922488212372";"E40 40963";"In Betrieb";"23.10.1997";"19.5.2020";"Wind";"500";"500";"99518";"Bad Sulza";"Ulrich Heineck UHNS e.K.";"ABR904611469679";"14.8.2025"
"SEE970625439205";"E40 40962";"In Betrieb";"22.10.1997";"19.5.2020";"Wind";"500";"500";"99518";"Bad Sulza";"Ulrich Heineck UHNS e.K.";"ABR904611469679";"14.8.2025"
"SEE997824873425";"E40 40965";"In Betrieb";"22.10.1997";"19.5.2020";"Wind";"500";"500";"99510";"Eckolstädt";"Ulrich Heineck UHNS e.K.";"ABR904611469679";"29.9.2021"
"SEE904054206015";"E70 70810";"In Betrieb";"11.9.2002";"19.5.2020";"Wind";"1800";"1800";"99518";"Bad Sulza";"Ulrich Heineck UHNS e.K.";"ABR904611469679";"1.2.2023"
"SEE993293370458";"E70 70809";"In Betrieb";"11.9.2002";"19.5.2020";"Wind";"1800";"1800";"99518";"Bad Sulza";"Ulrich Heineck UHNS e.K.";"ABR904611469679";"14.8.2025"
"SEE919941919671";"E40 40961";"In Betrieb";"21.10.1997";"18.5.2020";"Wind";"500";"500";"99518";"Bad Sulza";"Ulrich Heineck UHNS e.K.";"ABR904611469679";"29.9.2022"
"SEE909010517211";"BACH07";"In Betrieb";"11.11.2000";"18.5.2020";"Wind";"600";"600";"99636";"Rastenberg";"BOREAS Energie GmbH";"ABR909054335185";"26.10.2021"
"SEE902770286960";"BACH10";"Endgültig stillgelegt";"24.3.1997";"18.5.2020";"Wind";"500";"500";"99636";"Rastenberg";"(natürliche Person)";"";"4.2.2026"
"SEE927415522081";"BACH08";"In Betrieb";"24.3.1997";"18.5.2020";"Wind";"500";"500";"99636";"Rastenberg";"BOREAS Energie GmbH";"ABR909054335185";"24.11.2021"
"SEE973636887218";"E 48 800 GBR";"In Betrieb";"17.4.2009";"18.5.2020";"Wind";"800";"800";"99636";"Rastenberg";"Gebrüder Weber";"ABR913205583486";"26.5.2021"
"SEE923169567644";"E40 40960";"In Betrieb";"21.10.1997";"18.5.2020";"Wind";"500";"500";"99510";"Eckolstädt";"Ulrich Heineck UHNS e.K.";"ABR904611469679";"15.10.2021"
"SEE971467554538";"WEA EB";"In Betrieb";"22.10.1993";"15.5.2020";"Wind";"600";"600";"07368";"Remptendorf";"(natürliche Person)";"ABR944795420899";"21.10.2022"
"SEE943287137079";"825486";"In Betrieb";"8.11.2013";"15.5.2020";"Wind";"2300";"2300";"37359";"Büttstedt";"GERES EnergieSysteme II GmbH";"ABR930101746326";"23.11.2023"
"SEE924972546598";"825487";"In Betrieb";"4.12.2013";"15.5.2020";"Wind";"2300";"2300";"37359";"Büttstedt";"GERES EnergieSysteme II GmbH";"ABR930101746326";"8.7.2024"
"SEE970515403118";"825488";"In Betrieb";"28.11.2013";"15.5.2020";"Wind";"2300";"2300";"37359";"Büttstedt";"GERES EnergieSysteme II GmbH";"ABR930101746326";"23.11.2023"
"SEE990461904910";"825489";"In Betrieb";"19.12.2013";"15.5.2020";"Wind";"2300";"2300";"37359";"Büttstedt";"GERES EnergieSysteme II GmbH";"ABR930101746326";"8.7.2024"
"SEE937485860327";"70303";"In Betrieb";"17.12.2003";"14.5.2020";"Wind";"1500";"1500";"99834";"Gerstungen";"Windpark Förtha GmbH & Co. KG";"ABR960849753447";"27.5.2021"
"SEE972604623506";"V26183";"In Betrieb";"11.9.2007";"13.5.2020";"Wind";"2000";"2000";"36404";"Vacha";"Ecopart Riesenberg GmbH & Co. KG";"ABR900661955452";"18.12.2024"
"SEE967064314569";"Windkraftanlage";"In Betrieb";"1.6.2014";"13.5.2020";"Wind";"3050";"3050";"07554";"Pölzig";"Avel GmbH& Co.KG";"ABR920974120859";"18.10.2023"
"SEE919311470061";"V26184";"In Betrieb";"11.9.2007";"13.5.2020";"Wind";"2000";"2000";"36404";"Vacha";"Ecopart Riesenberg GmbH & Co. KG";"ABR900661955452";"18.12.2024"
"SEE960453542604";"V25964";"In Betrieb";"11.9.2007";"13.5.2020";"Wind";"2000";"2000";"36404";"Vacha";"Ecopart Riesenberg GmbH & Co. KG";"ABR900661955452";"18.12.2024"
"SEE995902771144";"Windkraftanlage";"In Betrieb";"31.1.2014";"12.5.2020";"Wind";"2400";"2400";"99869";"Nessetal";"(natürliche Person)";"ABR998262234113";"27.6.2024"
"SEE934981707132";"Einzelanlage 12036";"In Betrieb";"9.6.2004";"11.5.2020";"Wind";"1800";"1800";"06577";"An der Schmücke";"QE Barnstädt Portfolio Bestand GmbH & Co. KG";"ABR986726756097";"8.1.2026"
"SEE957926445890";"Einzelanlage 12037";"In Betrieb";"8.6.2004";"11.5.2020";"Wind";"1800";"1800";"06577";"An der Schmücke";"QE Barnstädt Portfolio Bestand GmbH & Co. KG";"ABR986726756097";"8.1.2026"
"SEE946202934869";"Einzelanlage 12038";"In Betrieb";"27.5.2004";"11.5.2020";"Wind";"1800";"1800";"06577";"An der Schmücke";"QE Barnstädt Portfolio Bestand GmbH & Co. KG";"ABR986726756097";"8.1.2026"
"SEE925480404516";"WP Tüttleben WKA  4";"In Betrieb";"26.1.2000";"10.5.2020";"Wind";"1050";"1050";"99869";"Tüttleben";"SkyPower Kraftwerke GmbH";"ABR941528387078";"18.2.2026"
"SEE943542034785";"Einzelanlage 4642";"In Betrieb";"7.6.2004";"30.4.2020";"Wind";"1800";"1800";"06577";"An der Schmücke";"QE Barnstädt Portfolio Bestand GmbH & Co. KG";"ABR986726756097";"21.3.2025"
"SEE975920387343";"Einzelanlage 12035";"In Betrieb";"3.6.2004";"30.4.2020";"Wind";"1800";"1800";"06577";"An der Schmücke";"QE Barnstädt Portfolio Bestand GmbH & Co. KG";"ABR986726756097";"8.1.2026"
"SEE904189113066";"witz";"In Betrieb";"18.12.2002";"29.4.2020";"Wind";"1500";"1500";"07616";"Rauschwitz";"(natürliche Person)";"ABR975057374209";"5.11.2024"
"SEE946477593464";"WEA Voigtstedt 44966";"In Betrieb";"1.9.2001";"23.4.2020";"Wind";"600";"600";"06556";"Artern";"WP Voigtstedt GmbH & Co. KG";"ABR951946388861";"30.4.2025"
"SEE933499587205";"WEA Voigtstedt 44967";"In Betrieb";"1.10.2001";"22.4.2020";"Wind";"600";"600";"06556";"Artern";"WP Voigtstedt GmbH & Co. KG";"ABR951946388861";"11.2.2025"
"SEE930498604810";"WEA Voigtstedt 44968";"In Betrieb";"1.9.2001";"22.4.2020";"Wind";"600";"600";"06556";"Artern";"WP Voigtstedt GmbH & Co. KG";"ABR951946388861";"11.2.2025"
"SEE988465406677";"V41577-5";"In Betrieb";"22.3.2011";"22.4.2020";"Wind";"2000";"2000";"99610";"Wundersleben";"Strom aus Wind GmbH & Co. Windpark Wundersleben KG";"ABR998718486646";"21.4.2022"
"SEE946367577932";"V41576-7";"In Betrieb";"28.3.2011";"22.4.2020";"Wind";"2000";"2000";"99610";"Wundersleben";"Strom aus Wind GmbH & Co. Windpark Wundersleben KG";"ABR998718486646";"14.6.2021"
"SEE965316072649";"WEA 08-70315 MD77";"In Betrieb";"12.11.2003";"10.4.2020";"Wind";"1500";"1500";"99713";"Ebeleben";"Windpark Großberndten GmbH & Co. KG c/o Das Grüne Emissionshaus";"ABR976835710899";"17.1.2023"
"SEE913816403715";"WEA 09-70314 MD77";"In Betrieb";"8.11.2003";"10.4.2020";"Wind";"1500";"1500";"99713";"Ebeleben";"Windpark Großberndten GmbH & Co. KG c/o Das Grüne Emissionshaus";"ABR976835710899";"17.1.2023"
"SEE911963282818";"WEA 10-70330 MD77";"In Betrieb";"7.11.2003";"10.4.2020";"Wind";"1500";"1500";"99713";"Ebeleben";"Windpark Großberndten GmbH & Co. KG c/o Das Grüne Emissionshaus";"ABR976835710899";"17.1.2023"
"SEE985486551614";"WEA 11-70319 MD77";"In Betrieb";"7.11.2003";"10.4.2020";"Wind";"1500";"1500";"99713";"Ebeleben";"Windpark Großberndten GmbH & Co. KG c/o Das Grüne Emissionshaus";"ABR976835710899";"15.2.2023"
"SEE998609200894";"WEA 13-70334 MD77";"In Betrieb";"5.11.2003";"10.4.2020";"Wind";"1500";"1500";"99713";"Ebeleben";"Windpark Großberndten GmbH & Co. KG c/o Das Grüne Emissionshaus";"ABR976835710899";"15.2.2023"
"SEE988008370564";"HL 09";"In Betrieb";"10.4.2014";"9.4.2020";"Wind";"3075";"3075";"99955";"Herbsleben";"GSW Windmühle Herbsleben 09 GmbH & Co. KG";"ABR923187524759";"19.12.2024"
"SEE909134007759";"WEA Voigtstedt 44969";"In Betrieb";"1.12.2002";"9.4.2020";"Wind";"600";"600";"06556";"Artern";"Energiequelle WvA GmbH & Co. KG";"ABR971098737706";"1.7.2024"
"SEE976150102744";"WEA Voigtstedt 44970";"In Betrieb";"1.12.2002";"9.4.2020";"Wind";"600";"600";"06556";"Artern";"Energiequelle WvA GmbH & Co. KG";"ABR971098737706";"3.7.2024"
"SEE924370541096";"WEA 03-70332 MD77";"In Betrieb";"6.11.2003";"8.4.2020";"Wind";"1500";"1500";"99713";"Ebeleben";"Windpark Großberndten GmbH & Co. KG c/o Das Grüne Emissionshaus";"ABR976835710899";"17.1.2023"
"SEE929167608211";"WEA 04-70333 MD77";"In Betrieb";"5.11.2003";"8.4.2020";"Wind";"1500";"1500";"99713";"Ebeleben";"Windpark Großberndten GmbH & Co. KG c/o Das Grüne Emissionshaus";"ABR976835710899";"17.1.2023"
"SEE991635128750";"WEA 05-70318 MD77";"In Betrieb";"8.11.2003";"8.4.2020";"Wind";"1500";"1500";"99713";"Ebeleben";"Windpark Großberndten GmbH & Co. KG c/o Das Grüne Emissionshaus";"ABR976835710899";"17.1.2023"
"SEE931106702195";"WEA 07-70317 MD77";"In Betrieb";"5.11.2003";"8.4.2020";"Wind";"1500";"1500";"99713";"Ebeleben";"Windpark Großberndten GmbH & Co. KG c/o Das Grüne Emissionshaus";"ABR976835710899";"17.1.2023"
"SEE984126141284";"WEA 01-70316 MD77";"In Betrieb";"9.11.2003";"7.4.2020";"Wind";"1500";"1500";"99713";"Ebeleben";"Windpark Großberndten GmbH & Co. KG c/o Das Grüne Emissionshaus";"ABR976835710899";"17.1.2023"
"SEE941890950917";"VE-02-209014";"In Betrieb";"29.1.2016";"3.4.2020";"Wind";"3075";"3075";"04617";"Fockendorf";"Investinvent 3. Windpark";"ABR998041838563";"19.12.2024"
"SEE991753387060";"782880";"In Betrieb";"31.12.2010";"3.4.2020";"Wind";"2000";"2000";"99947";"Bad Langensalza";"Windpark Wiegleben II GmbH & Co. KG";"ABR950693184306";"18.12.2024"
"SEE929588325810";"782881";"In Betrieb";"31.12.2010";"3.4.2020";"Wind";"2000";"2000";"99947";"Bad Langensalza";"Windpark Wiegleben II GmbH & Co. KG";"ABR950693184306";"18.12.2024"
"SEE930180926855";"782882";"In Betrieb";"31.12.2010";"3.4.2020";"Wind";"2000";"2000";"99947";"Bad Langensalza";"Windpark Wiegleben II GmbH & Co. KG";"ABR950693184306";"18.12.2024"
"SEE926469864444";"VE-01-206089";"In Betrieb";"24.2.2015";"2.4.2020";"Wind";"3000";"3000";"04617";"Starkenberg";"Investinvent 3. Windpark";"ABR998041838563";"22.5.2025"
"SEE929947863281";"781749";"In Betrieb";"6.3.2008";"2.4.2020";"Wind";"2000";"2000";"99880";"Waltershausen";"Alterric Windpark GmbH &Co. Waltershausen KG";"ABR933142619949";"18.12.2024"
"SEE974838924107";"781750";"In Betrieb";"6.3.2008";"2.4.2020";"Wind";"2000";"2000";"99880";"Waltershausen";"Alterric Windpark GmbH &Co. Waltershausen KG";"ABR933142619949";"18.12.2024"
"SEE966874680383";"M700 Frauenprießnitz WEA";"In Betrieb";"10.11.1995";"27.3.2020";"Wind";"225";"225";"07774";"Frauenprießnitz";"Rasmus GmbH";"ABR969525737825";"31.3.2025"
"SEE902299962048";"V 229464-27";"In Betrieb";"25.3.2020";"26.3.2020";"Wind";"3300";"3300";"99869";"Nessetal";"Windpark Wangenheim/Hochheim  GmbH & Co. Betriebs-KG";"ABR929330099815";"7.9.2026"
"SEE944779829250";"V 229465-28";"In Betrieb";"25.3.2020";"26.3.2020";"Wind";"3300";"3300";"99869";"Nessetal";"Windpark Wangenheim/Hochheim  GmbH & Co. Betriebs-KG";"ABR929330099815";"7.9.2026"
"SEE963289783555";"V 229466-29";"In Betrieb";"26.3.2020";"26.3.2020";"Wind";"3300";"3300";"99869";"Nessetal";"Windpark Wangenheim/Hochheim  GmbH & Co. Betriebs-KG";"ABR929330099815";"7.9.2026"
"SEE992398623872";"KL 02";"In Betrieb";"3.8.2006";"20.3.2020";"Wind";"2000";"2000";"99955";"Kutzleben";"Windkraft Kutzleben III GmbH & Co. KG";"ABR935335894171";"14.10.2024"
"SEE900312406333";"KL 06";"In Betrieb";"27.7.2006";"20.3.2020";"Wind";"2000";"2000";"99955";"Kutzleben";"Windkraft Kutzleben III GmbH & Co. KG";"ABR935335894171";"14.10.2024"
"SEE964816426389";"KL 07";"In Betrieb";"18.8.2006";"20.3.2020";"Wind";"2000";"2000";"99955";"Kutzleben";"Windkraft Kutzleben III GmbH & Co. KG";"ABR935335894171";"14.10.2024"
"SEE926606639317";"KL 08";"In Betrieb";"5.10.2006";"20.3.2020";"Wind";"2000";"2000";"99955";"Kutzleben";"Windkraft Kutzleben III GmbH & Co. KG";"ABR935335894171";"14.10.2024"
"SEE909850878237";"KL 09";"In Betrieb";"15.8.2006";"20.3.2020";"Wind";"2000";"2000";"99955";"Kutzleben";"Windkraft Kutzleben III GmbH & Co. KG";"ABR935335894171";"14.10.2024"
"SEE936490147744";"KL 10";"In Betrieb";"9.8.2006";"20.3.2020";"Wind";"2000";"2000";"99955";"Kutzleben";"Windkraft Kutzleben III GmbH & Co. KG";"ABR935335894171";"14.10.2024"
"SEE919810027292";"70245";"In Betrieb";"12.12.2001";"19.3.2020";"Wind";"1500";"1500";"99947";"Bad Langensalza";"Alterric Windpark GmbH & Co. Wiegleben KG";"ABR935049326494";"19.3.2026"
"SEE933873061482";"70246";"In Betrieb";"11.12.2001";"19.3.2020";"Wind";"1500";"1500";"99947";"Bad Langensalza";"Alterric Windpark GmbH & Co. Wiegleben KG";"ABR935049326494";"19.3.2026"
"SEE967650457922";"70247";"In Betrieb";"30.11.2001";"19.3.2020";"Wind";"1500";"1500";"99947";"Bad Langensalza";"Alterric Windpark GmbH & Co. Wiegleben KG";"ABR935049326494";"19.3.2026"
"SEE955525009895";"70248";"In Betrieb";"11.12.2001";"19.3.2020";"Wind";"1500";"1500";"99947";"Bad Langensalza";"Alterric Windpark GmbH & Co. Wiegleben KG";"ABR935049326494";"19.3.2026"
"SEE906010325600";"70249";"In Betrieb";"14.12.2001";"19.3.2020";"Wind";"1500";"1500";"99947";"Bad Langensalza";"Alterric Windpark GmbH & Co. Wiegleben KG";"ABR935049326494";"19.3.2026"
"SEE948329373378";"70250";"In Betrieb";"14.12.2001";"19.3.2020";"Wind";"1500";"1500";"99947";"Bad Langensalza";"Alterric Windpark GmbH & Co. Wiegleben KG";"ABR935049326494";"19.3.2026"
"SEE982974043057";"Wind Wipperdorf GmbH & Co. KG";"In Betrieb";"28.2.2017";"17.3.2020";"Wind";"2400";"2400";"99752";"Wipperdorf";"Wind Wipperdorf GmbH & Co. KG";"ABR904018814775";"10.5.2024"
"SEE929998812313";"Wind Wipperdorf GmbH & Co. KG";"In Betrieb";"8.3.2017";"17.3.2020";"Wind";"2400";"2400";"99752";"Bleicherode";"Wind Wipperdorf GmbH & Co. KG";"ABR904018814775";"26.7.2024"
"SEE926155341389";"Wind Wipperdorf GmbH & Co. KG";"In Betrieb";"4.5.2017";"17.3.2020";"Wind";"2400";"2400";"99752";"Wipperdorf";"Wind Wipperdorf GmbH & Co. KG";"ABR904018814775";"10.5.2024"
"SEE939999989914";"Wind Wipperdorf GmbH & Co. KG";"In Betrieb";"19.4.2017";"17.3.2020";"Wind";"2400";"2400";"99752";"Bleicherode";"Wind Wipperdorf GmbH & Co. KG";"ABR904018814775";"26.7.2024"
"SEE985603644700";"Wind Wipperdorf GmbH & Co. KG";"In Betrieb";"6.4.2017";"17.3.2020";"Wind";"2400";"2400";"99752";"Wipperdorf";"Wind Wipperdorf GmbH & Co. KG";"ABR904018814775";"10.5.2024"
"SEE941420104407";"Wind Wipperdorf GmbH & Co. KG";"In Betrieb";"23.3.2017";"17.3.2020";"Wind";"2400";"2400";"99752";"Wipperdorf";"Wind Wipperdorf GmbH & Co. KG";"ABR904018814775";"10.5.2024"
"SEE943908900914";"Planet energy Windpark Wundersleben GmbH & Co. KG - WEA 6";"In Betrieb";"25.3.2011";"13.3.2020";"Wind";"2000";"2000";"99610";"Wundersleben";"Planet energy Windpark Wundersleben GmbH & Co. KG";"ABR982848485303";"4.2.2025"
"SEE989490254028";"Planet energy Windpark Wundersleben GmbH & Co. KG - WEA 3";"In Betrieb";"29.3.2011";"13.3.2020";"Wind";"2000";"2000";"99610";"Wundersleben";"Planet energy Windpark Wundersleben GmbH & Co. KG";"ABR982848485303";"4.2.2025"
"SEE920447662749";"Planet energy Windpark Wundersleben GmbH & Co. KG - WEA 4";"In Betrieb";"23.3.2011";"13.3.2020";"Wind";"2000";"2000";"99610";"Wundersleben";"Planet energy Windpark Wundersleben GmbH & Co. KG";"ABR982848485303";"4.2.2025"
"SEE996057218508";"WEA Ringleben";"In Betrieb";"11.9.1997";"6.3.2020";"Wind";"500";"500";"99189";"Ringleben";"OMD Wind GmbH";"ABR995252984232";"31.12.2021"
"SEE976159263750";"NK20";"In Betrieb";"14.2.2020";"4.3.2020";"Wind";"4200";"4200";"99817";"Eisenach";"Windkraft Neukirchen GmbH & Co. KG";"ABR934912635152";"18.6.2026"
"SEE986870320830";"1380065";"In Betrieb";"14.2.2020";"17.2.2020";"Wind";"3500";"3500";"99735";"Kleinfurra";"Windpark GmbH & Co. Nentzelsrode KG";"ABR984273646076";"18.12.2024"
"SEE944262903375";"WKA Heukewalde";"In Betrieb";"4.10.1995";"7.2.2020";"Wind";"600";"600";"04626";"Heukewalde";"Agrargenossenschaft Thonhausen eG";"ABR949252906190";"3.11.2021"
"SEE927344037878";"66069";"In Betrieb";"3.6.1998";"6.2.2020";"Wind";"1500";"1500";"99735";"Kleinfurra";"Alterric Windpark GmbH & Co. Nordhausen KG";"ABR953580296557";"22.2.2022"
"SEE998391314731";"66070";"In Betrieb";"16.9.1998";"6.2.2020";"Wind";"1500";"1500";"99735";"Kleinfurra";"Alterric Windpark GmbH & Co. Nordhausen KG";"ABR953580296557";"1.7.2022"
"SEE975148645423";"66071";"In Betrieb";"22.9.1998";"6.2.2020";"Wind";"1500";"1500";"99735";"Kleinfurra";"Alterric Windpark GmbH & Co. Nordhausen KG";"ABR953580296557";"1.7.2022"
"SEE969460172118";"66072";"Endgültig stillgelegt";"6.1.1999";"6.2.2020";"Wind";"1500";"1500";"99735";"Kleinfurra";"(natürliche Person)";"";"7.7.2025"
"SEE967057072582";"66073";"Endgültig stillgelegt";"13.1.1999";"6.2.2020";"Wind";"1500";"1500";"99735";"Kleinfurra";"(natürliche Person)";"";"7.7.2025"
"SEE903350667636";"Mihla";"In Betrieb";"29.6.2016";"3.2.2020";"Wind";"2500";"2500";"99817";"Eisenach";"Burg Lichtenfels Energie GmbH & Co. KG";"ABR986261780649";"18.6.2026"
"SEE962756030390";"Windkraft Nickelsdorf";"In Betrieb";"27.4.1997";"2.2.2020";"Wind";"600";"600";"07613";"Crossen";"(natürliche Person)";"ABR956042087793";"16.5.2020"
"SEE903330122070";"V 18816-07";"In Betrieb";"29.7.2004";"24.1.2020";"Wind";"2000";"2000";"99718";"Großenehrich";"Windpark Großenehrich GmbH & Co. KG Renditefonds";"ABR923644060912";"16.8.2024"
"SEE946873531695";"V 18817-08";"In Betrieb";"29.7.2004";"24.1.2020";"Wind";"2000";"2000";"99718";"Großenehrich";"Windpark Großenehrich GmbH & Co. KG Renditefonds";"ABR923644060912";"16.8.2024"
"SEE933871857070";"V 18818-09";"In Betrieb";"29.7.2004";"24.1.2020";"Wind";"2000";"2000";"99718";"Großenehrich";"Windpark Großenehrich GmbH & Co. KG Renditefonds";"ABR923644060912";"16.8.2024"
"SEE959241079682";"V 18819-10";"In Betrieb";"29.7.2004";"24.1.2020";"Wind";"2000";"2000";"99718";"Großenehrich";"Windpark Großenehrich GmbH & Co. KG Renditefonds";"ABR923644060912";"16.8.2024"
"SEE974083396469";"V 18820-11";"In Betrieb";"29.7.2004";"24.1.2020";"Wind";"2000";"2000";"99718";"Großenehrich";"Windpark Großenehrich GmbH & Co. KG Renditefonds";"ABR923644060912";"16.8.2024"
"SEE910759797291";"V 18812-03";"In Betrieb";"29.7.2004";"22.1.2020";"Wind";"2000";"2000";"99718";"Großenehrich";"Windpark Großenehrich GmbH & Co. KG Renditefonds";"ABR923644060912";"16.8.2024"
"SEE908455592951";"V 18813-04";"In Betrieb";"29.7.2004";"22.1.2020";"Wind";"2000";"2000";"99718";"Großenehrich";"Windpark Großenehrich GmbH & Co. KG Renditefonds";"ABR923644060912";"16.8.2024"
"SEE973612334361";"V 18814-05";"In Betrieb";"29.7.2004";"22.1.2020";"Wind";"2000";"2000";"99718";"Großenehrich";"Windpark Großenehrich GmbH & Co. KG Renditefonds";"ABR923644060912";"16.8.2024"
"SEE968258840437";"V 18815-06";"In Betrieb";"29.7.2004";"22.1.2020";"Wind";"2000";"2000";"99718";"Großenehrich";"Windpark Großenehrich GmbH & Co. KG Renditefonds";"ABR923644060912";"16.8.2024"
"SEE904935768465";"62";"Endgültig stillgelegt";"15.6.2001";"21.1.2020";"Wind";"850";"850";"07774";"Frauenprießnitz";"(natürliche Person)";"";"15.3.2023"
